
2023-11-22 12:49:21,41,81,100
2023-11-22 12:49:22,41,81,100
2023-11-22 12:49:22,41,81,100
2023-11-22 12:49:22,41,81,100
2023-11-22 12:49:23,41,81,100
2023-11-22 12:49:24,41,81,100
2023-11-22 12:49:25,41,81,69
2023-11-22 12:49:26,41,81,46
2023-11-22 12:49:27,41,81,2
2023-11-22 12:49:28,41,81,0
2023-11-22 12:49:29,41,81,41
2023-11-22 12:49:30,41,81,57
2023-11-22 12:49:31,41,81,57
2023-11-22 12:49:32,41,81,58
2023-11-22 12:49:33,41,81,68
2023-11-22 12:49:34,41,81,91
2023-11-22 12:49:35,41,81,100
2023-11-22 12:49:36,41,81,100
2023-11-22 12:49:37,41,81,100
2023-11-22 12:49:38,41,70,100
2023-11-22 12:49:39,41,39,100
2023-11-22 12:49:40,41,14,100
2023-11-22 12:49:41,41,0,99
2023-11-22 12:49:42,41,0,100
2023-11-22 12:49:43,41,0,100
2023-11-22 12:49:44,41,0,100
2023-11-22 12:49:45,65,0,100
2023-11-22 12:49:46,86,0,100
2023-11-22 12:49:46,86,0,100
2023-11-22 12:49:47,100,0,100
2023-11-22 12:49:48,100,0,100
2023-11-22 12:49:49,92,0,100
2023-11-22 12:49:50,87,0,100
2023-11-22 12:49:51,87,0,100
2023-11-22 12:49:51,87,0,100
2023-11-22 12:49:52,81,0,100
2023-11-22 12:49:53,71,0,100
2023-11-22 12:49:53,71,0,100
2023-11-22 12:49:53,69,0,100
2023-11-22 12:49:54,63,0,100
2023-11-22 12:49:55,52,0,100
2023-11-22 12:49:56,32,0,100
2023-11-22 12:49:56,32,0,100
2023-11-22 12:49:58,32,0,100
2023-11-22 12:49:59,32,0,100
2023-11-22 12:49:59,32,0,100
2023-11-22 12:50:00,32,0,100
2023-11-22 12:50:00,32,5,100
2023-11-22 12:50:00,32,5,100
2023-11-22 12:50:01,32,20,100
2023-11-22 12:50:01,32,20,100
2023-11-22 12:50:01,32,20,100
2023-11-22 12:50:02,32,20,100
2023-11-22 12:50:03,32,20,100
2023-11-22 12:50:04,32,20,100
2023-11-22 12:50:05,32,20,100
2023-11-22 12:50:05,32,20,100
2023-11-22 12:50:06,32,20,82
2023-11-22 12:50:07,32,20,64
2023-11-22 12:50:08,32,20,100
2023-11-22 12:50:09,32,20,100
2023-11-22 12:50:10,32,20,83
2023-11-22 12:50:11,32,20,71
2023-11-22 12:50:12,32,20,71
2023-11-22 12:50:12,32,20,71
2023-11-22 12:50:12,32,20,71
2023-11-22 12:50:13,32,20,71
2023-11-22 12:50:13,32,20,71
2023-11-22 12:50:13,32,20,71
2023-11-22 12:50:13,32,20,71
2023-11-22 12:50:14,32,20,71
2023-11-22 12:50:15,32,20,71
2023-11-22 12:50:16,32,20,71
2023-11-22 12:50:16,32,20,71
2023-11-22 12:50:16,32,20,71
2023-11-22 12:50:17,32,20,71
2023-11-22 12:50:17,32,20,71
2023-11-22 12:50:17,32,20,71
2023-11-22 12:50:17,32,20,71
2023-11-22 12:50:17,32,20,71
2023-11-22 12:50:17,32,20,71
2023-11-22 12:50:18,32,20,71
2023-11-22 12:50:18,32,20,71
2023-11-22 12:50:18,32,20,71
2023-11-22 12:50:18,32,20,71
2023-11-22 12:50:19,32,20,71
2023-11-22 12:50:19,32,20,71
2023-11-22 12:50:20,32,20,71
2023-11-22 12:50:20,32,20,71
2023-11-22 12:50:20,32,20,71
2023-11-22 12:50:20,32,20,71
2023-11-22 12:50:20,32,20,71
2023-11-22 12:50:20,32,20,71
2023-11-22 12:50:21,32,20,71
2023-11-22 12:50:22,32,20,71
2023-11-22 12:50:22,32,20,71
2023-11-22 12:50:22,32,20,71
2023-11-22 12:50:23,32,20,71
2023-11-22 12:50:23,32,20,71
2023-11-22 12:50:23,32,20,71
2023-11-22 12:50:23,32,20,71
2023-11-22 12:50:23,32,20,71
2023-11-22 12:50:23,32,20,71
2023-11-22 12:50:23,32,20,71
2023-11-22 12:50:23,32,20,71
2023-11-22 12:50:24,32,20,71
2023-11-22 12:50:24,32,20,71
2023-11-22 12:50:24,32,20,71
2023-11-22 12:50:24,32,20,71
2023-11-22 12:50:25,32,20,71
2023-11-22 12:50:25,32,20,71
2023-11-22 12:50:25,32,20,71
2023-11-22 12:50:26,32,20,71
2023-11-22 12:50:27,32,20,71
2023-11-22 12:50:27,32,20,71
2023-11-22 12:50:27,32,20,71
2023-11-22 12:50:28,32,20,71
2023-11-22 12:50:28,32,20,71
2023-11-22 12:50:28,32,20,71
2023-11-22 12:50:28,32,20,71
2023-11-22 12:50:28,32,20,71
2023-11-22 12:50:29,32,20,71
2023-11-22 12:50:29,32,20,71
2023-11-22 12:50:29,32,20,71
2023-11-22 12:50:29,32,20,71
2023-11-22 12:50:29,32,20,71
2023-11-22 12:50:30,32,20,71
2023-11-22 12:50:30,32,20,71
2023-11-22 12:50:30,32,20,71
2023-11-22 12:50:30,32,20,71
2023-11-22 12:50:30,32,20,71
2023-11-22 12:50:31,32,20,71
2023-11-22 12:50:32,32,20,71
2023-11-22 12:50:32,32,20,71
2023-11-22 12:50:32,32,20,71
2023-11-22 12:50:32,32,20,71
2023-11-22 12:50:32,32,20,71
2023-11-22 12:50:32,32,20,71
2023-11-22 12:50:32,32,20,71
2023-11-22 12:50:32,32,20,71
2023-11-22 12:50:33,32,20,71
2023-11-22 12:50:33,32,20,71
2023-11-22 12:50:33,32,20,71
2023-11-22 12:50:34,32,20,71
